,Unnamed: 0,Unnamed: 0.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,@SisterEuphemia wait till Iran  runs this country you'll pray for President Donald Trump,2017-03-04 14:51:21,2,0,838159959275802624,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.0511025735488,0.122046208094
1,1,1,"BREAKING: Donald Trump DOES IT, Releases Criminal Information on Barack Obama http://donaldtrumpnews.co/news/breaking-donald-trump-releases-criminal-information-barack-obama/ …",2017-03-04 14:42:37,0,0,838157764329418755,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",0.0511025735488,0.122046208094
2,2,2,Nevada Gov. Brian Sandoval asks President Donald Trump to extend disaster declaration http://ift.tt/2mnIlFw ,2017-03-04 10:49:22,0,0,838099064793223168,"{'neg': 0.244, 'neu': 0.655, 'pos': 0.101, 'compound': -0.5267}",0.0511025735488,0.122046208094
3,3,3,Funny the Dem's/Libs think we Conservatives are uneducated because we voted  for Donald Trump. @POTUS,2017-03-04 09:13:53,0,0,838075035424174080,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.0511025735488,0.122046208094
4,4,4,@BarackObama What are we going to do? What's wrong with Donald Trump?!,2017-03-04 08:19:13,0,0,838061276135837697,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.5792}",0.0511025735488,0.122046208094
5,5,5,RT CNN: .LindseyGrahamSC responds to Donald Trump's claim that Obama wiretapped him http://cnn.it/2lIhq2Z http://snpy.tv/2m5MtaN ,2017-03-04 08:17:09,0,0,838060755454918657,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0511025735488,0.122046208094
6,6,6,"Then he started tweeting about TV. Donald Trump isn't really capable of being a president, he's an old retired guy you see at campgrounds",2017-03-04 08:06:45,0,0,838058138439979008,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3401}",0.0511025735488,0.122046208094
7,7,7,Wait wait wait..... Donald Trump ACTUALLY thinks that BARACK OBAMA himself wire tapped his phones? Why,2017-03-04 08:04:48,2,0,838057648075468801,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0511025735488,0.122046208094
8,8,8,President Donald Trump accuses Obama of wire tapping him in October  http://on.wsj.com/2lpOoK6 ,2017-03-04 06:36:15,0,0,838035365223104512,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",0.0511025735488,0.122046208094
9,9,9,"RT CNN: Will President Donald Trump use the ""rustic"" presidential getaway, Camp David? http://cnn.it/2mlzxj7 pic.twitter.com/UCJ8IyK6VU",2017-03-04 05:52:09,0,0,838024268118126592,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0511025735488,0.122046208094
10,10,10,Donald Trump accuses Obama of 'wire-tapping' his office before election - the guardian#delusional https://apple.news/AU0ECaQi7R_W5a_KF59PGUg …,2017-03-04 05:12:54,0,0,838014389793980416,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}",0.0511025735488,0.122046208094
11,11,11,RT CNN: Donald Trump promised Michigan good jobs; now his supporters there expect him to deliver … pic.twitter.com/hqoQ321Y7q,2017-03-04 04:52:37,0,0,838009284814385153,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.8074}",0.0511025735488,0.122046208094
12,12,12,"President Donald Trump continues to use tape to keep his tie together http://www.kansascity.com/news/politics-government/article136356543.html …

Scotch Tape?
How about a Putin Push-pin?",2017-03-04 01:52:39,0,0,837963992584835074,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0511025735488,0.122046208094
13,13,13,LETTER: Donald Trump’s war with the press http://ift.tt/2monbYh ,2017-03-03 21:14:16,0,0,837893936429608962,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}",0.0511025735488,0.122046208094
14,14,14,LETTER: More smoke and mirrors in Donald Trump’s speech to Congress http://ift.tt/2lJ8IT8 ,2017-03-03 21:14:15,0,0,837893931731922944,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0511025735488,0.122046208094
15,15,15,Donald Trump's attempt to shift Russia focus to Chuck Schumer is more than a little desperate http://www.huffingtonpost.com/entry/donald-trump-chuck-schumer-russia_us_58b9b656e4b05cf0f40060d4?ncid=engmodushpmg00000004 … via @HuffPostPol,2017-03-03 17:21:28,0,0,837835351368564738,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.3117}",0.0511025735488,0.122046208094
16,16,16,I wish Donald Trump was not talking on Twitter ... it's weird & wrecking my TL,2017-03-03 16:58:33,3,0,837829582350921728,"{'neg': 0.104, 'neu': 0.732, 'pos': 0.165, 'compound': 0.25}",0.0511025735488,0.122046208094
17,17,17,"“Donald Trump: Terrorist Recruiter?” by @davepell https://medium.com/@davepell/donald-trump-terrorist-recruiter-b4a650c4b0f2#.9j3yw68iw …
Common sense.",2017-03-03 16:22:21,0,0,837820473538981888,"{'neg': 0.37, 'neu': 0.63, 'pos': 0.0, 'compound': -0.6908}",0.0511025735488,0.122046208094
18,18,18,Actor Patrick Stewart: 'I'm Moving to America to Fight Donald Trump' http://blabber.buzz/politics/conservative/110263-actor-patrick-stewart-im-moving-to-america-to-fight-donald-trump …,2017-03-03 16:21:15,0,0,837820197599920128,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3818}",0.0511025735488,0.122046208094
