,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,0,I don't understand how you can drive around without noticing your tire's,2017-03-02 15:58:24,0,0,837452058357825541,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0722608695652,0.0852173913043
1,1,1,1,If Donald Trump establish,2017-03-02 15:35:44,0,0,837446352623779841,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0722608695652,0.0852173913043
2,2,2,2,TPF NEWS Statement on Donald Trump: pic.twitter.com/Ya2gmaBr6J,2017-03-02 15:32:49,1,1,837445621812428800,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0722608695652,0.0852173913043
3,3,3,3,BREAKING: 120 Generals Risk Everything to Defy Donald Trump's Regime http://fb.me/2P1PZk4Pg ,2017-03-02 15:12:42,0,0,837440556099850240,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}",0.0722608695652,0.0852173913043
4,4,4,4,"Donald Trump Jr. was paid $50,000 for meeting to discuss U.S.-Russia cooperation in Syria http://www.dailykos.com/story/2017/3/2/1639449/-Donald-Trump-Jr-was-paid-50-000-for-meeting-to-discuss-U-S-Russia-cooperation-in-Syria …",2017-03-02 15:10:49,0,0,837440082277728256,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0722608695652,0.0852173913043
5,5,5,5,"Donald Trump Jr. was paid $50,000 for meeting to discuss U.S.-Russia cooperation in Syria http://www.dailykos.com/story/2017/3/2/1639449/-Donald-Trump-Jr-was-paid-50-000-for-meeting-to-discuss-U-S-Russia-cooperation-in-Syria …",2017-03-02 14:49:48,0,1,837434796099907590,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0722608695652,0.0852173913043
6,6,6,6,Donald Trump Has ‘Total’ Confidence in Attorney General Jeff Sessions http://ln.is/www.breitbart.com/bi/di0lG … i hope you have some dirt - 10 x's worth #MAGA,2017-03-02 14:46:17,1,1,837433910539747328,"{'neg': 0.091, 'neu': 0.604, 'pos': 0.306, 'compound': 0.6908}",0.0722608695652,0.0852173913043
7,7,7,7,Attorney General Jeff Sessions: I Will Recuse from Investigations of Donald Trump Campaign - Breitbart http://ln.is/www.breitbart.com/bi/Ztcxp … bad move.,2017-03-02 14:45:11,0,0,837433634399350784,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5423}",0.0722608695652,0.0852173913043
8,8,8,8,@GMLongJr There will be the Ten Commandments according to Donald Trump???  A Book or a Tablet?,2017-03-02 14:26:16,1,0,837428870269788160,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0722608695652,0.0852173913043
9,9,9,9,The ultimate case for a special prosecutor and the eventual resignation of Donald Trump http://www.dailykos.com/story/2017/3/2/1639388/-The-ultimate-case-for-a-special-prosecutor-and-the-eventual-resignation-of-Donald-Trump …,2017-03-02 14:24:04,0,0,837428320291676161,"{'neg': 0.13, 'neu': 0.71, 'pos': 0.16, 'compound': 0.128}",0.0722608695652,0.0852173913043
