,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,They're gonna repeal your health care and replace it with a tax cut for Paul Ryan and Donald Trump. https://twitter.com/SpeakerRyan/status/838893035102617600 …,2017-03-06 15:59:59,1,3,838902009713606660,"{'neg': 0.094, 'neu': 0.762, 'pos': 0.143, 'compound': 0.2732}",0.093852990026,0.0920094957347
1,Donald Trump gets to decide whether you deserve overtime pay http://www.huffingtonpost.com/entry/donald-trump-overtime-pay_us_58b75299e4b019d36d108dd3?ncid=engmodushpmg00000004 … via @HuffPostPol,2017-03-06 15:59:59,0,1,838902007884808192,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.1027}",0.093852990026,0.0920094957347
2,A dear friend of mine who is a Donald Trump supporter and also very inspiring has me rolling around my room... http://fb.me/6uW46S9S4 ,2017-03-06 15:59:56,0,0,838901994186137600,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.8748}",0.093852990026,0.0920094957347
3,"Jake Tapper DESTROYS Donald Trump's Obama wiretapping claim
@realDonaldTrump'S hysterical nonsense attack. #liarhttp://ln.is/www.youtube.com/jkc4e …",2017-03-06 15:59:52,0,0,838901979694903296,"{'neg': 0.555, 'neu': 0.445, 'pos': 0.0, 'compound': -0.8816}",0.093852990026,0.0920094957347
4,Analysis | The dangerous rage of Donald Trump http://wapo.st/2mXvZBQ?tid=ss_tw …,2017-03-06 15:59:52,0,0,838901977878790144,"{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.7717}",0.093852990026,0.0920094957347
5,Here's why Donald Trump is full of shit https://twitter.com/businessinsider/status/838890433765863424 …,2017-03-06 15:59:48,0,0,838901962934484992,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",0.093852990026,0.0920094957347
6,"@realDonaldTrump My idea was to bring back honestly and Integrity first, because no rational american should trust what we say at this point",2017-03-06 15:59:47,2,0,838901956970164224,"{'neg': 0.073, 'neu': 0.631, 'pos': 0.296, 'compound': 0.7717}",0.093852990026,0.0920094957347
7,"Donald Trump travel ban: This time 'there should be no surprises', the administration says http://www.abc.net.au/news/2017-03-07/trump-travel-ban-order-the-key-differences-analysis/8330702?pfmredir=sm … via @abcnews #travelban",2017-03-06 15:59:45,0,1,838901949038645248,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.7003}",0.093852990026,0.0920094957347
8,@thehill I'm OK with that as the things that an egomaniacal idiot wants to do are typically not in our best interests as a nation.,2017-03-06 15:59:43,0,0,838901943292542977,"{'neg': 0.211, 'neu': 0.633, 'pos': 0.156, 'compound': -0.4088}",0.093852990026,0.0920094957347
9,Que contient le nouveau décret anti-immigration de Donald #Trump ? http://bit.ly/2lVECM0  #Cameroun #USApic.twitter.com/wEbzUIY3pm,2017-03-06 15:59:43,0,0,838901943061909504,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.093852990026,0.0920094957347
10,Esse donald trump é um piroca kkkkkk,2017-03-06 15:59:41,0,0,838901931712073729,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.093852990026,0.0920094957347
11,"@ScottHounsell like it was talking to Alfa Bank and turned out to be spamming it. There was not wiretapping on ""Donald Trump"" in general.",2017-03-06 15:59:40,0,0,838901930780827648,"{'neg': 0.112, 'neu': 0.797, 'pos': 0.091, 'compound': -0.1531}",0.093852990026,0.0920094957347
