,Unnamed: 0,Unnamed: 0.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
11,11,11,‘DC insiders seek to defeat Donald Trump - even in aftermath of his vict... https://youtu.be/OhkcU1Ls0fs  #YouTube #RT,2017-03-05 08:17:31,0,0,838423236308320257,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4588}",0.0291071428571,0.101285714286
12,12,12,"Silent Coup: Obama, FISA, NSA, Deep State vs. President Donald Trump https://youtu.be/jsNAtA0vTj0  #YouTube #LionelNation",2017-03-05 08:13:55,0,1,838422331345219584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
13,13,13,White House calls for investigation into unsubstantiated claims Barack Obama ordered ‘wiretap’ on Donald Trump http://www.infowars.com/white-house-calls-for-investigation-into-unsubstantiated-claims-barack-obama-ordered-wiretap-on-donald-trump/#Infowars …,2017-03-05 07:59:16,0,0,838418642257776641,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
14,14,14,Breitbart News' John Carney vs CNN's Brian Stelter: Should Americans Panic over Donald Trump? - http://bit.ly/2lIOJ68  #BreitbartNews,2017-03-05 07:28:52,0,0,838410994628067328,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.5106}",0.0291071428571,0.101285714286
15,15,15,Donald Trump Questions ‘Sick Guy’ Barack Obama for ‘Wire Tapping’ His Campaign - Breitbart http://bit.ly/2lJORD8  #BreitbartNews,2017-03-05 07:25:02,0,0,838410030668005377,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.5106}",0.0291071428571,0.101285714286
16,16,16,"@realDonaldTrump Hey #DonaldTrump, despite loading the Election by 3mil votes you did win. So start being President and look forward.",2017-03-05 07:11:20,0,0,838406582014615557,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5859}",0.0291071428571,0.101285714286
17,17,17,Bangor Daily News State Bangor Daily News President Donald Trump told Congress this week that… http://goo.gl/kjba63 ,2017-03-05 06:42:16,0,0,838399266850750464,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
18,18,18,Recipe for Disaster: #DonaldTrump has access to #NuclearWeapons. #Trump believes in false Conspiracy Theories.http://nbcnews.to/1SLy8Zl ,2017-03-05 06:13:53,0,1,838392125171519488,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.8176}",0.0291071428571,0.101285714286
19,19,19,#DonaldTrump's Accuses #Obama of Tapping his Phones without any proof. Accepting Conspiracy Theories is in his #DNA http://nbcnews.to/1SLy8Zl ,2017-03-05 06:04:19,1,1,838389715275427840,"{'neg': 0.347, 'neu': 0.653, 'pos': 0.0, 'compound': -0.7896}",0.0291071428571,0.101285714286
20,20,20,"@RadioShorty @uknationalparty @SchrammDylan @realDonaldTrump @Reuters Sorry, I cannot tell a lie, 
Donald Trump is one wacky guy",2017-03-05 04:43:27,41,7,838369365804335104,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.0772}",0.0291071428571,0.101285714286
21,21,21,"@realDonaldTrump @foxandfriends Many say ""The plan involved Donald Trump using Russian blackmail to force out the president of Ukraine"" pic.twitter.com/M1UOEtNgSF",2017-03-05 04:16:23,0,0,838362553042501637,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
22,22,22,*VIDEO* Stefan Molyneux: Did President Obama Spy On Donald Trump? | True News https://www.youtube.com/watch?v=Q_0HAWWeC4E …,2017-03-05 03:45:40,0,0,838354823556780032,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.4871}",0.0291071428571,0.101285714286
23,23,23,#DonaldTrump attacks #Obama on #Twitter as his 'Official' #WhiteHouse blog proclaims he is 'Unifying the Nation'. https://www.whitehouse.gov/blog/2017/03/03/unifying-nation-president-trump-asks-americans-believe-once-more-america …,2017-03-05 00:18:28,1,0,838302679537373184,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4404}",0.0291071428571,0.101285714286
24,24,24,What to Make of Donald Trump’s Early-Morning Wiretap Tweets http://ln.is/www.newyorker.com/ne/002Hu … via @newyorker,2017-03-04 19:29:49,0,0,838230038021570560,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
25,25,25,Hitler reacts to being compared to Donald Trump @seanhannityhttps://www.youtube.com/watch?v=KfuF3uJKsQU&feature=share …,2017-03-04 16:54:04,0,0,838190845249667072,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
26,26,26,"03-05 WASHINGTON, D.C. - FEBRUARY 28: U.S. President Donald Trump signs H.R. 321 and H.R… https://goo.gl/fb/hSkwfd ",2017-03-04 16:49:48,0,0,838189767628062720,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
27,27,27,Bangor Daily News Bangor Daily News President Donald Trump told Congress this week that he… http://goo.gl/kjba63 ,2017-03-04 16:46:05,0,0,838188834080899072,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
