,Unnamed: 0,Unnamed: 0.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,Plot twist: Donald Trump hates Barron and wants to ruin everything before he gets old enough to realize,2017-03-05 15:58:29,1,0,838539241181298688,"{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.7717}",0.0291071428571,0.101285714286
1,1,1,Why Fox News just can’t quit Donald Trump http://www.vox.com/videos/2017/3/3/14802304/strikethrough-fox-news-donald-trump-rupert-murdoch-hannity?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter … via @voxdotcom,2017-03-05 15:55:22,0,0,838538457785987073,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
2,2,2,@TomiLahren I still don't understand...who is it that Donald Trump actually hates?,2017-03-05 15:33:14,18,0,838532888203300867,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}",0.0291071428571,0.101285714286
3,3,3,"@Twitter On behalf of every living and thinking American, shut down Donald Trump's Twitter account, now! He's unstable!  #notmypresident",2017-03-05 15:29:39,0,0,838531987233198082,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.4738}",0.0291071428571,0.101285714286
4,4,4,Listen if your confused Mark Levin: 'Donald Trump Is the Victim' in Alleged Obama Wiretapping Scandal http://insider.foxnews.com/2017/03/05/mark-levin-donald-trump-barack-obama-wiretapping …,2017-03-05 11:29:57,0,0,838471665164120064,"{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.743}",0.0291071428571,0.101285714286
5,5,5,Donald Trump Has Some Thoughts About #Obama's Tears #Obamahttp://dlvr.it/NY0Btn ,2017-03-05 10:18:18,0,0,838453631183564800,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.2263}",0.0291071428571,0.101285714286
6,6,6,"@rsivanandha can't use their brains, just guns. Their leader uses mouth instead... #KentShooting #Sikh #DonaldTrump #HateCrime",2017-03-05 09:01:53,0,0,838434400270450688,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
7,7,7,donald trump,2017-03-05 09:01:16,0,0,838434246217842692,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
8,8,8,Donald Trump and the New Dawn of Tyranny http://fb.me/3r9jK9Esi ,2017-03-05 08:37:56,0,0,838428375391825922,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0291071428571,0.101285714286
9,9,9,HILARIOUS! Weekend Update on Donald Trump's Wiretapping Accusation - SNL https://youtu.be/O4PlNQ9Uhzg  via @YouTube,2017-03-05 08:22:34,0,0,838424509078200322,"{'neg': 0.127, 'neu': 0.636, 'pos': 0.237, 'compound': 0.4069}",0.0291071428571,0.101285714286
10,10,10,Did President Obama Spy On Donald Trump? | True News https://youtu.be/Q_0HAWWeC4E  #YouTube #StefanMolyneux,2017-03-05 08:19:40,2,0,838423778921164800,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.0291071428571,0.101285714286
