,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,0,"When skateboards are outlawed only outlaws will have skateboards.

     #DonaldTrump",2017-03-02 15:37:34,0,0,837446813967843330,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0451818181818,0.0704545454545
1,1,1,1,Emails show that @DWStweets and @CNN worked to sabotage Bernie Sanders AND Donald Trump but failed to eliminate Trump.,2017-03-02 14:43:50,0,0,837433293591183361,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.7684}",0.0451818181818,0.0704545454545
2,2,2,2,I liked a @YouTube video from @soundslikepizza http://youtu.be/XNFvuOdYyPQ?a  DONALD TRUMP DEPORTS GAMERS in GTA ONLINE!,2017-03-02 14:13:25,1,0,837425637866471425,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4753}",0.0451818181818,0.0704545454545
3,3,3,3,Donald Trump Has ‘Total’ Confidence in Attorney General Jeff Sessions - Breitbart http://bit.ly/2mxUU1P ,2017-03-02 13:13:21,0,0,837410521305395200,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.0451818181818,0.0704545454545
4,4,4,4,Donald Trump’s Budget Plan Would Kill a $258 Million Banking Program for the Poor. Here’s What it http://finance.yahoo.com/news/donald-trump-budget-plan-kill-212449582.html?soc_src=social-sh&soc_trk=tw … via @YahooFinance,2017-03-02 13:12:29,0,0,837410302656299008,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.8316}",0.0451818181818,0.0704545454545
5,5,5,5,#AlexJones: Meet Donald Trump's Propagandist #AJ #Jones http://spon.de/aeVRi  via @SPIEGELONLINE,2017-03-02 11:21:02,0,0,837382258872868864,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0451818181818,0.0704545454545
6,6,6,6,229 Republicans Voted Last Night to Prevent You from Ever Seeing Donald Trump's Tax Returns https://www.yahoo.com/style/229-republicans-voted-last-night-200506946.html?soc_src=social-sh&soc_trk=tw … via @YahooStyle,2017-03-02 11:17:55,0,0,837381473351041024,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0258}",0.0451818181818,0.0704545454545
7,7,7,7,Donald Trump’s wife Melania says she strives for normalcy... https://goo.gl/fb/ECVMX6  #melaniatrump,2017-03-02 08:22:34,0,0,837337345238175745,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0451818181818,0.0704545454545
8,8,8,8,Democrats Heard Donald Trump for the First Time Last Night https://www.rushlimbaugh.com/daily/2017/03/01/democrats-heard-donald-trump-for-the-first-time-last-night/ … via @rushlimbaugh,2017-03-02 04:26:44,0,0,837277993739247616,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0451818181818,0.0704545454545
9,9,9,9,"Obama says to blame GOP, not him, for Donald Trump’s... https://goo.gl/fb/42n3hP  #justintrudeau",2017-03-01 21:46:34,0,0,837177291297939456,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",0.0451818181818,0.0704545454545
10,10,10,10,Melania Trump speaks as Donald Trump asks her during his South... https://goo.gl/fb/epjPiJ  #melaniatrump,2017-03-01 20:19:32,0,0,837155386171998209,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0451818181818,0.0704545454545
