,Unnamed: 0,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,They're gonna repeal your health care and replace it with a tax cut for Paul Ryan and Donald Trump. https://twitter.com/SpeakerRyan/status/838893035102617600 …,2017-03-06 15:59:59,1,3,838902009713606660,"{'neg': 0.094, 'neu': 0.762, 'pos': 0.143, 'compound': 0.2732}",0.0935696657768,0.089459536326
1,1,A dear friend of mine who is a Donald Trump supporter and also very inspiring has me rolling around my room... http://fb.me/6uW46S9S4 ,2017-03-06 15:59:56,0,0,838901994186137600,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.8748}",0.0935696657768,0.089459536326
2,2,"Jake Tapper DESTROYS Donald Trump's Obama wiretapping claim
@realDonaldTrump'S hysterical nonsense attack. #liarhttp://ln.is/www.youtube.com/jkc4e …",2017-03-06 15:59:52,0,0,838901979694903296,"{'neg': 0.555, 'neu': 0.445, 'pos': 0.0, 'compound': -0.8816}",0.0935696657768,0.089459536326
3,3,Analysis | The dangerous rage of Donald Trump http://wapo.st/2mXvZBQ?tid=ss_tw …,2017-03-06 15:59:52,0,0,838901977878790144,"{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.7717}",0.0935696657768,0.089459536326
4,4,Here's why Donald Trump is full of shit https://twitter.com/businessinsider/status/838890433765863424 …,2017-03-06 15:59:48,0,0,838901962934484992,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",0.0935696657768,0.089459536326
5,5,"@realDonaldTrump My idea was to bring back honestly and Integrity first, because no rational american should trust what we say at this point",2017-03-06 15:59:47,2,0,838901956970164224,"{'neg': 0.073, 'neu': 0.631, 'pos': 0.296, 'compound': 0.7717}",0.0935696657768,0.089459536326
6,6,"Donald Trump travel ban: This time 'there should be no surprises', the administration says http://www.abc.net.au/news/2017-03-07/trump-travel-ban-order-the-key-differences-analysis/8330702?pfmredir=sm … via @abcnews #travelban",2017-03-06 15:59:45,0,1,838901949038645248,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.7003}",0.0935696657768,0.089459536326
7,7,@thehill I'm OK with that as the things that an egomaniacal idiot wants to do are typically not in our best interests as a nation.,2017-03-06 15:59:43,0,0,838901943292542977,"{'neg': 0.211, 'neu': 0.633, 'pos': 0.156, 'compound': -0.4088}",0.0935696657768,0.089459536326
8,8,Que contient le nouveau décret anti-immigration de Donald #Trump ? http://bit.ly/2lVECM0  #Cameroun #USApic.twitter.com/wEbzUIY3pm,2017-03-06 15:59:43,0,0,838901943061909504,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0935696657768,0.089459536326
9,9,Esse donald trump é um piroca kkkkkk,2017-03-06 15:59:41,0,0,838901931712073729,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0935696657768,0.089459536326
10,10,"@ScottHounsell like it was talking to Alfa Bank and turned out to be spamming it. There was not wiretapping on ""Donald Trump"" in general.",2017-03-06 15:59:40,0,0,838901930780827648,"{'neg': 0.112, 'neu': 0.797, 'pos': 0.091, 'compound': -0.1531}",0.0935696657768,0.089459536326
11,11,"Hayden: #DonaldTrump ""apparently forgot that he was president.""; I wish I could forget @realDonaldTrump is #POTUS.https://www.yahoo.com/news/ex-cia-director-on-wiretap-claim-trump-apparently-forgot-that-he-was-president-143941457.html?soc_src=social-sh&soc_trk=tw …",2017-03-06 15:59:40,0,0,838901928692224000,"{'neg': 0.114, 'neu': 0.723, 'pos': 0.163, 'compound': 0.2023}",0.0935696657768,0.089459536326
12,12,President Donald Trump is the most powerful cornered animal in the world https://www.theguardian.com/commentisfree/2017/mar/06/president-donald-trump-most-powerful-cornered-animal-world?CMP=Share_iOSApp_Other …,2017-03-06 15:59:40,0,0,838901926796283904,"{'neg': 0.144, 'neu': 0.668, 'pos': 0.188, 'compound': 0.1815}",0.0935696657768,0.089459536326
13,13,Harry Reid - between Donald Trump and Russia http://wapo.st/2eYGzY4?tid=ss_tw … @brettbaier @hannity,2017-03-06 15:59:39,0,0,838901922904027138,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0935696657768,0.089459536326
14,14,John McCain: Donald Trump gets it backwards on Vladimir Putin's Russia (via @Pocket)http://www.usatoday.com/story/opinion/2017/02/13/trump-gets-it-wrong-on-putin-russia-moral-equals-john-mccain-column/97822770/ …,2017-03-06 15:59:33,1,1,838901900166713344,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0935696657768,0.089459536326
15,15,@CNNSitRoom I think we should separate Ivanka from Trump to deter his presidency.,2017-03-06 15:59:30,1,0,838901888137441280,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0935696657768,0.089459536326
