,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,0,I added a video to a @YouTube playlist http://youtu.be/Q_0HAWWeC4E?a  Did President Obama Spy On Donald Trump? | True News,2017-03-04 15:19:36,0,0,838167068348465153,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4871}",0.0781666666667,0.16525
1,1,1,1,"President Donald Trump Tweets Allegations That Obama Wiretapped Trump Tower, Produces No Proof : The Two-Way : NPR http://www.npr.org/sections/thetwo-way/2017/03/04/518478158/president-trump-accuses-obama-of-wire-tapping-provides-no-evidence …",2017-03-04 13:32:44,0,0,838140178019426305,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",0.0781666666667,0.16525
2,2,2,2,For d love of god someone has to take control | Brian Stelter DESTROYS Donald Trump's Obama wiretapping tweet https://youtu.be/QwGLSQ74Hlw ,2017-03-04 12:58:24,0,0,838131535257686018,"{'neg': 0.169, 'neu': 0.585, 'pos': 0.246, 'compound': 0.2422}",0.0781666666667,0.16525
3,3,3,3,The ultimate guide to Donald Trump’s Russia connections - Quartz https://apple.news/AKNJo9DpGTIuuIlD6xuu1KQ …,2017-03-04 11:06:27,0,0,838103360855142404,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0781666666667,0.16525
4,4,4,4,GOPUSA – Donald Trump points out Democrat hypocrisy over Russian face time http://www.gopusa.com/?p=21469?omhide=true …,2017-03-04 07:44:39,0,0,838052576666886145,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0781666666667,0.16525
5,5,5,5,"Donald Trump uses coal miners as props, but 23,000 real coal miners are losing health benefits http://www.dailykos.com/story/2017/3/3/1639795/-Donald-Trump-uses-coal-miners-as-props-but-23-000-real-coal-miners-are-losing-health-benefits …",2017-03-04 02:00:24,66,72,837965944106295296,"{'neg': 0.156, 'neu': 0.688, 'pos': 0.156, 'compound': 0.0}",0.0781666666667,0.16525
6,6,6,6,"FUCK DONALD TRUMP, a message from dumbfounded pic.twitter.com/gCk6VdpViD",2017-03-04 01:32:20,9,3,837958881619783681,"{'neg': 0.577, 'neu': 0.423, 'pos': 0.0, 'compound': -0.7804}",0.0781666666667,0.16525
7,7,7,7,Jeff Sessions and Donald Trump Are Tripping Over Their Own Russia Excuses  http://www.politicususa.com/2017/03/03/jeff-sessions-donald-trump-tripping-russia-excuses.html … Please! Just Resign! #TheResistance,2017-03-03 23:57:16,9,9,837934957653733376,"{'neg': 0.147, 'neu': 0.739, 'pos': 0.113, 'compound': -0.1739}",0.0781666666667,0.16525
8,8,8,8,Donald Trump’s Cabinet Is a Veritable Liars Club via @politicususa http://www.politicususa.com/2017/03/03/donald-trumps-cabinet-veritable-liars-club.html … INDEED! Donald Trump the head Liar! #MAGA,2017-03-03 23:39:35,8,6,837930505190285313,"{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.8065}",0.0781666666667,0.16525
9,9,9,9,@jameshaning @Bivi_17 Donald Trump is my idea of the perfect Jackass,2017-03-03 21:54:49,26,1,837904142295318533,"{'neg': 0.181, 'neu': 0.581, 'pos': 0.239, 'compound': 0.2263}",0.0781666666667,0.16525
10,10,10,10,"If you're reading this I'm in The future. Saturday morning to be exact. Jesus is black, Donald Trump is the devil and time travel is LIT",2017-03-03 18:30:55,2,1,837852828634841092,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.6597}",0.0781666666667,0.16525
11,11,11,11,Here are 42 of President Donald Trump's planned EPA budget cuts http://www.oregonlive.com/environment/index.ssf/2017/03/here_are_42_of_president_donal.html … @Oregonian,2017-03-03 16:27:58,0,0,837821885635162114,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",0.0781666666667,0.16525
