,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,0,RT Moneyish: This profession is poised to get rich under Donald Trump http://on.wsj.com/2n7XfwD pic.twitter.com/pugs5eFSxY,2017-03-06 15:41:26,0,0,838897341193203716,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.6808}",0.0746981014864,0.0724253397779
1,1,1,1,ITS ENOUGH STOP STOP STOP OUR PRESIDENT IS MR DONALD TRUMP AND THATS FINAL EXCEPT IT IM 70 YEARS OLD AND I HAVE NEVER SEEN ANYTHING LIKE THS,2017-03-06 15:33:32,0,0,838895354019999744,"{'neg': 0.251, 'neu': 0.657, 'pos': 0.092, 'compound': -0.6774}",0.0746981014864,0.0724253397779
2,2,2,2,President Donald Trump is the most powerful cornered animal in the world | Lawrence Douglas https://www.theguardian.com/commentisfree/2017/mar/06/president-donald-trump-most-powerful-cornered-animal-world?CMP=share_btn_tw …,2017-03-06 15:24:24,2,1,838893051498070017,"{'neg': 0.129, 'neu': 0.704, 'pos': 0.167, 'compound': 0.1815}",0.0746981014864,0.0724253397779
3,3,3,3,Donald Trump ( CRAZy),2017-03-06 15:17:20,0,0,838891276711804928,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0746981014864,0.0724253397779
4,4,4,4,Donald Trump Don't Need to be President he's crazy & lie ...Our poor country pray ppl,2017-03-06 15:15:01,0,1,838890690834681856,"{'neg': 0.278, 'neu': 0.606, 'pos': 0.116, 'compound': -0.4939}",0.0746981014864,0.0724253397779
5,5,5,5,"Wife leaves her marriage of 22 years because her husband was a donald trump supporter ""I felt like I had been fooling ...",2017-03-06 14:55:45,0,0,838885842462593025,"{'neg': 0.107, 'neu': 0.711, 'pos': 0.182, 'compound': 0.2263}",0.0746981014864,0.0724253397779
6,6,6,6,Axios: Chuck Schumer Plans New 'Blue Wall' to Block Donald Trump's Border Wall - Breitbart http://bit.ly/2mtV6i8 ,2017-03-06 14:18:18,0,0,838876417844736003,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4404}",0.0746981014864,0.0724253397779
7,7,7,7,Limbaugh: 'It Isn’t Unreasonable at All for Donald Trump to Suspect That He’s Being Tapped' - Breitbart http://ln.is/www.breitbart.com/vi/gPPDb …,2017-03-06 14:06:26,38,25,838873431932301312,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",0.0746981014864,0.0724253397779
8,8,8,8,"Being able to say ""Academy Award Winning Suicide Squad"" is almost as strange as being able to say ""45th President of the US, Donald Trump.""",2017-03-06 13:44:45,17,1,838867976967323655,"{'neg': 0.178, 'neu': 0.619, 'pos': 0.203, 'compound': 0.2212}",0.0746981014864,0.0724253397779
9,9,9,9,@2018Republicans @realDonaldTrump This is Donald Trump's way of flipping a bird to the entire U.S. Marine Corp.!,2017-03-06 13:43:59,0,0,838867784348155904,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0746981014864,0.0724253397779
10,10,10,10,"Donald Trump spends 31 percent of time on vacation, plays golf 8 times in 6 weeks—on taxpayer dime http://m.dailykos.com/stories/1640646 ",2017-03-06 13:15:42,0,0,838860665943109632,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.25}",0.0746981014864,0.0724253397779
11,11,11,11,I can not believe the lie Donald Trump made up on President Obama. The world is laughing at the United States.,2017-03-06 13:00:39,0,0,838856878935408640,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7184}",0.0746981014864,0.0724253397779
12,12,12,12,"The first american demagogue - the worldfolio How Donald Trump creates his own bully pulpit via social networks, sidestepping ...",2017-03-06 12:33:19,0,0,838849997915422724,"{'neg': 0.143, 'neu': 0.762, 'pos': 0.094, 'compound': -0.2732}",0.0746981014864,0.0724253397779
