,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
74,74,74,74,74,74,74,74,74,74,74,"More Lynch on media: ...""there was just a steady drumbeat of attack against Donald Trump."" http://boston.cbslocal.com/2017/03/01/president-trump-address-to-congress-stephen-lynch-massachusetts/ …",2017-03-01 10:54:19,0,1,837013147043184640,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.4767}",0.0667826086957,0.0898
75,75,75,75,75,75,75,75,75,75,75,Fact-checking Donald Trump's first presidential address to Congress https://www.theguardian.com/us-news/2017/mar/01/donald-trump-congress-address-fact-check?CMP=Share_iOSApp_Other …,2017-03-01 10:52:53,1,0,837012786475581440,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
76,76,76,76,76,76,76,76,76,76,76,Donald Trump made 61 statements in his speech. 51 were false https://www.indy100.com/article/donald-trump-statements-fact-check-congress-address-work-unemployment-latest-checking-7605351 …,2017-03-01 10:51:42,0,0,837012486205411330,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
77,77,77,77,77,77,77,77,77,77,77,"Girl 1: ""Did you watch last night?"" Girl 2: ""You mean The Bachelor?"" Girl 1: ""No, Donald Trump's speech..""",2017-03-01 10:51:01,1,0,837012316281528320,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
78,78,78,78,78,78,78,78,78,78,78,Donald Trump made the Oval Office so ugly.,2017-03-01 10:50:10,0,0,837012100576837634,"{'neg': 0.377, 'neu': 0.623, 'pos': 0.0, 'compound': -0.6418}",0.0667826086957,0.0898
79,79,79,79,79,79,79,79,79,79,79,"""Two senior White House sources inform me that Donald Trump did not fling poo at anyone this morning. How presidential!""  -  Ian Millhiser",2017-03-01 10:49:35,0,0,837011954464092160,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
80,80,80,80,80,80,80,80,80,80,80,Joan Vennochi: Donald Trump ducked full responsibility for the Yemen raid last night http://toplocalnow.com/us/boston/at/13 ,2017-03-01 10:48:04,0,0,837011572903981057,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
81,81,81,81,81,81,81,81,81,81,81,Chris Wallace:'I Feel Like Tonight Donald Trump Became the President of the United States' -- http://squawkingpoints.net/wallace-trump-speech/ …,2017-03-01 10:47:15,0,0,837011365327998979,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6486}",0.0667826086957,0.0898
82,82,82,82,82,82,82,82,82,82,82,Killer Mike & El-P Want Donald Trump at Their Show (VIDEO) - http://worldpowerradio.com/2017/03/01/killer-mike-el-p-want-donald-trump-at-their-show-video/ …pic.twitter.com/l7IBglcvzh,2017-03-01 10:40:27,0,0,837009657042464770,"{'neg': 0.295, 'neu': 0.616, 'pos': 0.089, 'compound': -0.6124}",0.0667826086957,0.0898
83,83,83,83,83,83,83,83,83,83,83,We should all be charging him $150 for every 45 mins. Fascinating s#!t. Donald Trump’s Obsession With Applause https://nyti.ms/2m95A5M ,2017-03-01 10:30:05,1,0,837007047359090688,"{'neg': 0.096, 'neu': 0.64, 'pos': 0.264, 'compound': 0.636}",0.0667826086957,0.0898
84,84,84,84,84,84,84,84,84,84,84,Donald Trump’s Military Preening https://nyti.ms/2lx5IZP ,2017-03-01 10:28:46,0,0,837006717330341888,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
85,85,85,85,85,85,85,85,85,85,85,40 Days -- And Nights -- Of Donald Trump #ImpeachTrump #RESISThttp://www.huffingtonpost.com/entry/40-days-and-nights-of-donald-trump_us_58b6bf6ce4b0e5fdf61978e2 …,2017-03-01 10:21:00,0,0,837004763103383552,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
86,86,86,86,86,86,86,86,86,86,86,"2/ Choice in this election is clear. More of the same with Lynch and his pal Donald Trump, or a REAL progressive. http://SupportBrianna.com ",2017-03-01 10:05:09,47,15,837000773405982733,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3818}",0.0667826086957,0.0898
87,87,87,87,87,87,87,87,87,87,87,.@Joan_Vennochi: Donald Trump ducked full responsibility for the Yemen raid last night http://bos.gl/HKV6sCI pic.twitter.com/wzNkkJYD9U,2017-03-01 10:01:13,21,14,836999780635197442,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
88,88,88,88,88,88,88,88,88,88,88,Donald Trump Urges Unity With All The Lawmakers He's Insulted For The Past Year #ImpeachTrump #RESISThttp://www.huffingtonpost.com/entry/trump-joint-address-congress_us_58b66849e4b060480e0cf6cf …,2017-03-01 10:00:52,0,0,836999693456588802,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.5106}",0.0667826086957,0.0898
89,89,89,89,89,89,89,89,89,89,89,Imagine the campaign. Oprah Winfrey against Donald Trump. Ratings through the roof. https://twitter.com/nbcnews/status/836984436310802432 …,2017-03-01 10:00:28,1,0,836999594122887174,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
90,90,90,90,90,90,90,90,90,90,90,"Donald Trump's Debate Mistake On Trade -  $800 Billion Deficit Doesn't Exist, Not Problem If It Did via @forbeshttp://www.forbes.com/sites/timworstall/2016/10/10/donald-trumps-debate-mistake-on-trade-800-billion-deficit-doesnt-exist-not-problem-if-it-did/#5151dd91991c …",2017-03-01 10:00:00,0,0,836999477567324160,"{'neg': 0.228, 'neu': 0.671, 'pos': 0.101, 'compound': -0.4295}",0.0667826086957,0.0898
91,91,91,91,91,91,91,91,91,91,91,"Joe Kennedy, Seth Moulton react with skepticism to President Donald Trump's #JointAddress http://boston.cbslocal.com/2017/03/01/president-trump-addresses-congress-seth-moulton-joe-kennedy-massachusetts/ …pic.twitter.com/YprYLI245l",2017-03-01 09:54:16,10,1,836998035267862532,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.25}",0.0667826086957,0.0898
92,92,92,92,92,92,92,92,92,92,92,"News Now! Donald Trump fact check: Almost every big claim he made in his Joint … http://www.independent.co.uk/news/world/americas/us-politics/donald-trump-speech-fact-check-lies-claims-joint-address-congress-jobs-immigration-pipeline-a7604861.html …, see more http://tweetedtimes.com/v/12416?s=tnp ",2017-03-01 09:51:38,0,0,836997369795395589,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
93,93,93,93,93,93,93,93,93,93,93,A song for you @realdonal @DonaldTrumpNewz @RealDonalDrumpf @DonaldTrump @dontrump @DonTrumpTV @POTUS @PrefabMessiahshttps://twitter.com/rockerzine/status/836995093483700234 …,2017-03-01 09:48:42,2,1,836996630675144711,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
94,94,94,94,94,94,94,94,94,94,94,"Alec Baldwin is co-writing a satirical book as -- you guessed it -- President Donald Trump
http://on.mash.to/2mtTlSt ",2017-03-01 09:42:22,0,0,836995038236274689,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
95,95,95,95,95,95,95,95,95,95,95,@joshuakucera More: Donald Trump Praised Putin For Bashing The Term “American Exceptionalism” In 2013 https://www.buzzfeed.com/andrewkaczynski/donald-trump-praised-putin-for-bashing-the-term-american-exc?utm_term=.ffEZZMRoVw#.js5YYxMEal …pic.twitter.com/rhsGsklR1h,2017-03-01 09:36:06,0,0,836993459693240325,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5367}",0.0667826086957,0.0898
96,96,96,96,96,96,96,96,96,96,96,Scot Lehigh: Donald Trump’s speech sounded like a make-up exam for his abysmal inaugural address.… http://toplocalnow.com/us/boston/at/noon …,2017-03-01 09:35:05,0,0,836993207061794816,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",0.0667826086957,0.0898
97,97,97,97,97,97,97,97,97,97,97,Former Mexican President Vicente Fox Says He'll Pay For a Wall Around Donald Trump https://apple.news/AGw8YS5PHQHqNUngJLqa0Cw …,2017-03-01 09:32:53,0,0,836992653078249476,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.1027}",0.0667826086957,0.0898
98,98,98,98,98,98,98,98,98,98,98,The Heartless Cruelty of Donald Trump’s Continued Promises to Coal Miners http://slate.me/2lruUQB ,2017-03-01 09:30:13,0,0,836991982291595264,"{'neg': 0.38, 'neu': 0.481, 'pos': 0.139, 'compound': -0.6705}",0.0667826086957,0.0898
99,99,99,99,99,99,99,99,99,99,99,"#donaldtrump DT doesn't like captured heros like McClain but it's ok if you die, then you're a hero is his eyes...Sad!",2017-03-01 09:30:08,0,0,836991961735311361,"{'neg': 0.32, 'neu': 0.438, 'pos': 0.241, 'compound': -0.1363}",0.0667826086957,0.0898
100,100,100,100,100,100,100,100,100,100,100,Donald Trump Nearly Resolved the Major GOP Split Over Obamacare http://slate.me/2lrAq5U ,2017-03-01 09:29:49,0,0,836991881896677377,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.1779}",0.0667826086957,0.0898
101,101,101,101,101,101,101,101,101,101,101,What the mainstream media won't tell you about Donald Trump and crime in Sweden https://www.conservativereview.com/commentary/2017/02/what-the-mainstream-media-wont-tell-you-about-donald-trump-and-crime-in-sweden …,2017-03-01 09:26:56,0,0,836991153262190592,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5423}",0.0667826086957,0.0898
102,102,102,102,102,102,102,102,102,102,102,.@GlobeScotLehigh: Donald Trump’s speech sounded like a make-up exam for his abysmal inaugural address. http://bos.gl/9fhdVS1 pic.twitter.com/ozYzbgvIh1,2017-03-01 09:13:34,30,13,836987791980507136,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.0667826086957,0.0898
103,103,103,103,103,103,103,103,103,103,103,Not even Donald Trump can put the brakes on China’s wealth-creation machine https://www.bloomberg.com/news/articles/2017-03-01/china-s-richest-win-mexican-billionaires-lose-with-trump-effect … via @markets,2017-03-01 09:00:11,0,0,836984423123943424,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
104,104,104,104,104,104,104,104,104,104,104,Critique of #45′s speech before Congress - I do not accept or respect Donald Trump as President of the... https://tmblr.co/ZCvJho2J1dWx5 ,2017-03-01 08:59:11,0,0,836984171134349312,"{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.5773}",0.0667826086957,0.0898
105,105,105,105,105,105,105,105,105,105,105,@L3Gl0N I'm already giving good odds that the Democrat version of Donald Trump (Marc Cuban) will be a Presidential candidate in 2020.,2017-03-01 08:58:10,0,0,836983913985765377,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6486}",0.0667826086957,0.0898
106,106,106,106,106,106,106,106,106,106,106,Fact-checking President Donald Trump's address to a joint session of Congress - ABC News - http://abcn.ws/2l9DLuO  via @ABC,2017-03-01 08:54:04,0,0,836982884057690115,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
107,107,107,107,107,107,107,107,107,107,107,Dem Senator: Donald Trump Was 'Childish' To Ignore Climate Change In His Big Speech: Democrats… http://m.tbnn.it/NWCQSk  | @HuffingtonPost,2017-03-01 08:43:43,0,0,836980279415693312,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.3612}",0.0667826086957,0.0898
108,108,108,108,108,108,108,108,108,108,108,A new @Kennedy_school paper looks at early investor reaction to Donald Trump’s presidency http://hvrd.me/xgmo309oCzx ,2017-03-01 08:35:13,4,5,836978139318345728,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
109,109,109,109,109,109,109,109,109,109,109,"Donald Trump asking us to stop the ""trivial fights"" is basically the same thing as Ronald McDonald telling us to go on a diet. Dude. Really?",2017-03-01 08:23:02,1,0,836975072158105600,"{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.6124}",0.0667826086957,0.0898
110,110,110,110,110,110,110,110,110,110,110,Is Donald Trump making waves in Boston?,2017-03-01 08:20:56,7,4,836974544065810432,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
111,111,111,111,111,111,111,111,111,111,111,"The Radical Islam Bits of Trump’s Congress Speech: Clarion Project, March 1, 2017: U.S. President Donald Trump… http://m.tbnn.it/NWBk4n pic.twitter.com/m0vcUzeRRp",2017-03-01 08:12:39,0,0,836972460079738881,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0667826086957,0.0898
112,112,112,112,112,112,112,112,112,112,112,"There's a certain satisfaction in liking and then unliking Donald Trump's photos
Just to spite that bitch",2017-03-01 08:05:39,6,0,836970700892164097,"{'neg': 0.278, 'neu': 0.425, 'pos': 0.297, 'compound': -0.128}",0.0667826086957,0.0898
113,113,113,113,113,113,113,113,113,113,113,Carr: Donald Trump true to his word on illegal immigration http://www.bostonherald.com/news/columnists/howie_carr/2017/03/carr_donald_trump_true_to_his_word_on_illegal_immigration#.WLbvF4iYBCI.twitter …,2017-03-01 07:56:16,0,0,836968337624219648,"{'neg': 0.234, 'neu': 0.584, 'pos': 0.182, 'compound': -0.2023}",0.0667826086957,0.0898
114,114,114,114,114,114,114,114,114,114,114,"It's was just Tues, he'll be unPOTUS by Fri.  No fear, it'll happen, he can't help himself. #DonaldTrump https://twitter.com/CBSNews/status/836913532188966912 …",2017-03-01 07:46:36,0,0,836965905770893312,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.7689}",0.0667826086957,0.0898
