,Unnamed: 0,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,"… #DonaldTrump is a lying, prejudiced, bigoted, conniving, low-class bigot who is destroying everything we hold dear as a nation.",2017-03-05 14:06:22,1,0,838511027268562945,"{'neg': 0.388, 'neu': 0.51, 'pos': 0.102, 'compound': -0.8074}",0.0500264690312,0.0772895712017
1,1,Did President Obama Spy On Donald Trump? | True News https://youtu.be/Q_0HAWWeC4E  via @YouTube,2017-03-05 13:55:45,0,0,838508354158882817,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.0500264690312,0.0772895712017
2,2,President Donald Trump has been given evidence to prove #Obamagatehttp://fb.me/6dlW1nemw ,2017-03-05 11:15:49,0,0,838468105579847680,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0500264690312,0.0772895712017
3,3,Mark Levin PROVES Obama Wiretapping on President Donald Trump | Fox & Fr... https://youtu.be/91fNfGjZdM0  via @YouTube,2017-03-05 11:10:07,0,0,838466674198261762,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0500264690312,0.0772895712017
4,4,Majority: Obama Should Go To Prison For Spying On Donald Trump http://ln.is/www.youtube.com/JYmcH … via @YouTube,2017-03-05 10:26:07,0,0,838455602280017920,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}",0.0500264690312,0.0772895712017
5,5,This anecdote about Donald Trump is beyond chilling https://www.indy100.com/article/twitter-anecdote-donald-trump-7612076 …,2017-03-05 10:14:14,0,0,838452609446981634,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.0258}",0.0500264690312,0.0772895712017
6,6,"WATCH:  Donald Trump, Jr. and Eric Trump talk dad’s business, with Cheerios http://www.salon.com/2017/03/05/watch-kate-mckinnons-kellyanne-conway-cops-a-squat-in-the-oval-office/#.WLxVHBcVtdg.twitter …",2017-03-05 10:12:55,0,0,838452278830977026,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0500264690312,0.0772895712017
7,7,Beau Willimon On Donald Trump: “POTUS Must Be Removed From Twitter” http://deadline.com/2017/03/beau-willimon-says-donald-trump-removed-from-twitter-1202036811/ … via @deadline,2017-03-05 10:12:16,0,0,838452114988879874,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0500264690312,0.0772895712017
8,8,SNL: America's Republican Savior From Donald Trump is 'TBD' (Video) http://www.thewrap.com/snl-americas-republican-savior-from-donald-trump-is-tbd/#.WLxU3iRag3I.twitter …,2017-03-05 10:11:54,0,0,838452023385284609,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0500264690312,0.0772895712017
9,9,Watch S.N.L. Mercilessly Rip Republicans Who Refuse to Stand up to Donald Trump http://www.vanityfair.com/hollywood/2017/03/saturday-night-live-tbd-republican-hero-video-trailer …,2017-03-05 10:11:13,0,0,838451849728512000,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",0.0500264690312,0.0772895712017
